Location,Result,Units,Datetime
Lake Mead Hoover Dam and Powerplant,18992,af,10/17/23
Lake Mead Hoover Dam and Powerplant,19650.1,af,10/18/23
Lake Mead Hoover Dam and Powerplant,21246.9,af,10/19/23
Lake Mead Hoover Dam and Powerplant,19298,af,10/20/23
Lake Mead Hoover Dam and Powerplant,14476,af,10/21/23
Lake Mead Hoover Dam and Powerplant,14552.8,af,10/22/23
Lake Mead Hoover Dam and Powerplant,17490,af,10/23/23
Lake Mead Hoover Dam and Powerplant,20042.1,af,10/24/23
Lake Mead Hoover Dam and Powerplant,21425,af,10/25/23
Lake Mead Hoover Dam and Powerplant,21492.9,af,10/26/23
Lake Mead Hoover Dam and Powerplant,20076,af,10/27/23
Lake Mead Hoover Dam and Powerplant,16623.1,af,10/28/23
Lake Mead Hoover Dam and Powerplant,20183.1,af,10/29/23
Lake Mead Hoover Dam and Powerplant,19966.2,af,10/30/23
Lake Mead Hoover Dam and Powerplant,20850,af,10/31/23
Lake Mead Hoover Dam and Powerplant,21243.9,af,11/01/23
Lake Mead Hoover Dam and Powerplant,19861.1,af,11/02/23
Lake Mead Hoover Dam and Powerplant,21477.9,af,11/03/23
Lake Mead Hoover Dam and Powerplant,15718.1,af,11/04/23
Lake Mead Hoover Dam and Powerplant,16609.2,af,11/05/23
Lake Mead Hoover Dam and Powerplant,18140,af,11/06/23
Lake Mead Hoover Dam and Powerplant,19620.2,af,11/07/23
Lake Mead Hoover Dam and Powerplant,19012.9,af,11/08/23
Lake Mead Hoover Dam and Powerplant,23167.9,af,11/09/23
Lake Mead Hoover Dam and Powerplant,22492.2,af,11/10/23
Lake Mead Hoover Dam and Powerplant,18354.9,af,11/11/23
Lake Mead Hoover Dam and Powerplant,17927.9,af,11/12/23
Lake Mead Hoover Dam and Powerplant,19904,af,11/13/23
Lake Mead Hoover Dam and Powerplant,20725.1,af,11/14/23
Lake Mead Hoover Dam and Powerplant,21403.1,af,11/15/23
Lake Mead Hoover Dam and Powerplant,18271.9,af,11/16/23
Lake Mead Hoover Dam and Powerplant,16615.8,af,11/17/23
Lake Mead Hoover Dam and Powerplant,14450.1,af,11/18/23
Lake Mead Hoover Dam and Powerplant,10802,af,11/19/23
Lake Mead Hoover Dam and Powerplant,18453.1,af,11/20/23
Lake Mead Hoover Dam and Powerplant,18332,af,11/21/23
Lake Mead Hoover Dam and Powerplant,17428.1,af,11/22/23
Lake Mead Hoover Dam and Powerplant,13713.9,af,11/23/23
Lake Mead Hoover Dam and Powerplant,14898.1,af,11/24/23
Lake Mead Hoover Dam and Powerplant,14054.2,af,11/25/23
Lake Mead Hoover Dam and Powerplant,15525,af,11/26/23
Lake Mead Hoover Dam and Powerplant,17156.8,af,11/27/23
Lake Mead Hoover Dam and Powerplant,19149.9,af,11/28/23
Lake Mead Hoover Dam and Powerplant,16589,af,11/29/23
Lake Mead Hoover Dam and Powerplant,11532.1,af,11/30/23
Lake Mead Hoover Dam and Powerplant,11497.9,af,12/01/23
Lake Mead Hoover Dam and Powerplant,8721.9,af,12/02/23
Lake Mead Hoover Dam and Powerplant,8572.89,af,12/03/23
Lake Mead Hoover Dam and Powerplant,10284.9,af,12/04/23
Lake Mead Hoover Dam and Powerplant,10131,af,12/05/23
Lake Mead Hoover Dam and Powerplant,12845,af,12/06/23
Lake Mead Hoover Dam and Powerplant,11140.8,af,12/07/23
Lake Mead Hoover Dam and Powerplant,11981,af,12/08/23
Lake Mead Hoover Dam and Powerplant,7833.97,af,12/09/23
Lake Mead Hoover Dam and Powerplant,11305.9,af,12/10/23
Lake Mead Hoover Dam and Powerplant,14038.2,af,12/11/23
Lake Mead Hoover Dam and Powerplant,12438,af,12/12/23
Lake Mead Hoover Dam and Powerplant,10152,af,12/13/23
Lake Mead Hoover Dam and Powerplant,11766.2,af,12/14/23
Lake Mead Hoover Dam and Powerplant,11277.2,af,12/15/23
Lake Mead Hoover Dam and Powerplant,10150.8,af,12/16/23
Lake Mead Hoover Dam and Powerplant,12428.2,af,12/17/23
Lake Mead Hoover Dam and Powerplant,12692.1,af,12/18/23
Lake Mead Hoover Dam and Powerplant,10931.9,af,12/19/23
Lake Mead Hoover Dam and Powerplant,11134,af,12/20/23
Lake Mead Hoover Dam and Powerplant,11437.9,af,12/21/23
Lake Mead Hoover Dam and Powerplant,11206.2,af,12/22/23
Lake Mead Hoover Dam and Powerplant,8483.14,af,12/23/23
Lake Mead Hoover Dam and Powerplant,10343.9,af,12/24/23
Lake Mead Hoover Dam and Powerplant,11958.1,af,12/25/23
Lake Mead Hoover Dam and Powerplant,12143.1,af,12/26/23
Lake Mead Hoover Dam and Powerplant,15802.9,af,12/27/23
Lake Mead Hoover Dam and Powerplant,15532,af,12/28/23
Lake Mead Hoover Dam and Powerplant,14313,af,12/29/23
Lake Mead Hoover Dam and Powerplant,12178.8,af,12/30/23
Lake Mead Hoover Dam and Powerplant,17435,af,12/31/23
Lake Mead Hoover Dam and Powerplant,11332,af,01/01/24
Lake Mead Hoover Dam and Powerplant,12063.8,af,01/02/24
Lake Mead Hoover Dam and Powerplant,10517.9,af,01/03/24
Lake Mead Hoover Dam and Powerplant,9939.92,af,01/04/24
Lake Mead Hoover Dam and Powerplant,12068.8,af,01/05/24
Lake Mead Hoover Dam and Powerplant,7339.92,af,01/06/24
Lake Mead Hoover Dam and Powerplant,11000.2,af,01/07/24
Lake Mead Hoover Dam and Powerplant,11364.2,af,01/08/24
Lake Mead Hoover Dam and Powerplant,11416.9,af,01/09/24
Lake Mead Hoover Dam and Powerplant,12606.8,af,01/10/24
Lake Mead Hoover Dam and Powerplant,9137.93,af,01/11/24
Lake Mead Hoover Dam and Powerplant,9628.1,af,01/12/24
Lake Mead Hoover Dam and Powerplant,9659.01,af,01/13/24
Lake Mead Hoover Dam and Powerplant,9150.91,af,01/14/24
Lake Mead Hoover Dam and Powerplant,18259.9,af,01/15/24
Lake Mead Hoover Dam and Powerplant,17795,af,01/16/24
Lake Mead Hoover Dam and Powerplant,18675,af,01/17/24
Lake Mead Hoover Dam and Powerplant,17500,af,01/18/24
Lake Mead Hoover Dam and Powerplant,13654,af,01/19/24
Lake Mead Hoover Dam and Powerplant,12114.9,af,01/20/24
Lake Mead Hoover Dam and Powerplant,16014,af,01/21/24
Lake Mead Hoover Dam and Powerplant,13924,af,01/22/24
Lake Mead Hoover Dam and Powerplant,14842,af,01/23/24
Lake Mead Hoover Dam and Powerplant,14860,af,01/24/24
Lake Mead Hoover Dam and Powerplant,12370.1,af,01/25/24
Lake Mead Hoover Dam and Powerplant,9634.79,af,01/26/24
Lake Mead Hoover Dam and Powerplant,10245,af,01/27/24
Lake Mead Hoover Dam and Powerplant,7703.31,af,01/28/24
Lake Mead Hoover Dam and Powerplant,7196.2,af,01/29/24
Lake Mead Hoover Dam and Powerplant,7958.93,af,01/30/24
Lake Mead Hoover Dam and Powerplant,8224.05,af,01/31/24
Lake Mead Hoover Dam and Powerplant,8053.97,af,02/01/24
Lake Mead Hoover Dam and Powerplant,10329,af,02/02/24
Lake Mead Hoover Dam and Powerplant,7480.99,af,02/03/24
Lake Mead Hoover Dam and Powerplant,12562.8,af,02/04/24
Lake Mead Hoover Dam and Powerplant,10111.9,af,02/05/24
Lake Mead Hoover Dam and Powerplant,10011,af,02/06/24
Lake Mead Hoover Dam and Powerplant,10021.9,af,02/07/24
Lake Mead Hoover Dam and Powerplant,10773,af,02/08/24
Lake Mead Hoover Dam and Powerplant,11432.8,af,02/09/24
Lake Mead Hoover Dam and Powerplant,7312.98,af,02/10/24
Lake Mead Hoover Dam and Powerplant,8138.02,af,02/11/24
Lake Mead Hoover Dam and Powerplant,10967.1,af,02/12/24
Lake Mead Hoover Dam and Powerplant,9858.1,af,02/13/24
Lake Mead Hoover Dam and Powerplant,10538.2,af,02/14/24
Lake Mead Hoover Dam and Powerplant,13730.2,af,02/15/24
Lake Mead Hoover Dam and Powerplant,12278.9,af,02/16/24
Lake Mead Hoover Dam and Powerplant,9788.1,af,02/17/24
Lake Mead Hoover Dam and Powerplant,10652.1,af,02/18/24
Lake Mead Hoover Dam and Powerplant,14472,af,02/19/24
Lake Mead Hoover Dam and Powerplant,16398.9,af,02/20/24
Lake Mead Hoover Dam and Powerplant,13577.1,af,02/21/24
Lake Mead Hoover Dam and Powerplant,14405.2,af,02/22/24
Lake Mead Hoover Dam and Powerplant,14650.2,af,02/23/24
Lake Mead Hoover Dam and Powerplant,10027,af,02/24/24
Lake Mead Hoover Dam and Powerplant,13352.9,af,02/25/24
Lake Mead Hoover Dam and Powerplant,14281.9,af,02/26/24
Lake Mead Hoover Dam and Powerplant,21313.1,af,02/27/24
Lake Mead Hoover Dam and Powerplant,24778,af,02/28/24
Lake Mead Hoover Dam and Powerplant,21118.8,af,02/29/24
Lake Mead Hoover Dam and Powerplant,23556.8,af,03/01/24
Lake Mead Hoover Dam and Powerplant,21565.1,af,03/02/24
Lake Mead Hoover Dam and Powerplant,19935,af,03/03/24
Lake Mead Hoover Dam and Powerplant,22347.9,af,03/04/24
Lake Mead Hoover Dam and Powerplant,23863,af,03/05/24
Lake Mead Hoover Dam and Powerplant,28256.1,af,03/06/24
Lake Mead Hoover Dam and Powerplant,30548.8,af,03/07/24
Lake Mead Hoover Dam and Powerplant,26418.8,af,03/08/24
Lake Mead Hoover Dam and Powerplant,23506.2,af,03/09/24
Lake Mead Hoover Dam and Powerplant,21555.1,af,03/10/24
Lake Mead Hoover Dam and Powerplant,25362.2,af,03/11/24
Lake Mead Hoover Dam and Powerplant,31571.3,af,03/12/24
Lake Mead Hoover Dam and Powerplant,28956.9,af,03/13/24
Lake Mead Hoover Dam and Powerplant,28060,af,03/14/24
Lake Mead Hoover Dam and Powerplant,30532.9,af,03/15/24
Lake Mead Hoover Dam and Powerplant,24472,af,03/16/24
Lake Mead Hoover Dam and Powerplant,24373,af,03/17/24
Lake Mead Hoover Dam and Powerplant,28408.9,af,03/18/24
Lake Mead Hoover Dam and Powerplant,29972.1,af,03/19/24
Lake Mead Hoover Dam and Powerplant,29316,af,03/20/24
Lake Mead Hoover Dam and Powerplant,27146.9,af,03/21/24
Lake Mead Hoover Dam and Powerplant,25433.1,af,03/22/24
Lake Mead Hoover Dam and Powerplant,23686,af,03/23/24
Lake Mead Hoover Dam and Powerplant,26873,af,03/24/24
Lake Mead Hoover Dam and Powerplant,21695,af,03/25/24
Lake Mead Hoover Dam and Powerplant,22338,af,03/26/24
Lake Mead Hoover Dam and Powerplant,26238.9,af,03/27/24
Lake Mead Hoover Dam and Powerplant,27967.1,af,03/28/24
Lake Mead Hoover Dam and Powerplant,28570.9,af,03/29/24
Lake Mead Hoover Dam and Powerplant,24326,af,03/30/24
Lake Mead Hoover Dam and Powerplant,21914,af,03/31/24
Lake Mead Hoover Dam and Powerplant,31353.1,af,04/01/24
Lake Mead Hoover Dam and Powerplant,26484.9,af,04/02/24
Lake Mead Hoover Dam and Powerplant,27894.9,af,04/03/24
Lake Mead Hoover Dam and Powerplant,33628.1,af,04/04/24
Lake Mead Hoover Dam and Powerplant,34091.9,af,04/05/24
Lake Mead Hoover Dam and Powerplant,31478,af,04/06/24
Lake Mead Hoover Dam and Powerplant,27332.9,af,04/07/24
Lake Mead Hoover Dam and Powerplant,28920.1,af,04/08/24
Lake Mead Hoover Dam and Powerplant,29356.1,af,04/09/24
Lake Mead Hoover Dam and Powerplant,34800.1,af,04/10/24
Lake Mead Hoover Dam and Powerplant,34717,af,04/11/24
Lake Mead Hoover Dam and Powerplant,24564.9,af,04/12/24
Lake Mead Hoover Dam and Powerplant,18744.8,af,04/13/24
Lake Mead Hoover Dam and Powerplant,20869,af,04/14/24
Lake Mead Hoover Dam and Powerplant,25296.9,af,04/15/24
Lake Mead Hoover Dam and Powerplant,29937.9,af,04/16/24
Lake Mead Hoover Dam and Powerplant,29073,af,04/17/24
Lake Mead Hoover Dam and Powerplant,31045.1,af,04/18/24
Lake Mead Hoover Dam and Powerplant,30340,af,04/19/24
Lake Mead Hoover Dam and Powerplant,27317.9,af,04/20/24
Lake Mead Hoover Dam and Powerplant,25172.8,af,04/21/24
Lake Mead Hoover Dam and Powerplant,31981.9,af,04/22/24
Lake Mead Hoover Dam and Powerplant,36619.9,af,04/23/24
Lake Mead Hoover Dam and Powerplant,30864.3,af,04/24/24
Lake Mead Hoover Dam and Powerplant,30099,af,04/25/24
Lake Mead Hoover Dam and Powerplant,33128,af,04/26/24
Lake Mead Hoover Dam and Powerplant,26758.9,af,04/27/24
Lake Mead Hoover Dam and Powerplant,27611,af,04/28/24
Lake Mead Hoover Dam and Powerplant,36541.1,af,04/29/24
Lake Mead Hoover Dam and Powerplant,38900,af,04/30/24
Lake Mead Hoover Dam and Powerplant,31380,af,05/01/24
Lake Mead Hoover Dam and Powerplant,33431,af,05/02/24
Lake Mead Hoover Dam and Powerplant,31207.1,af,05/03/24
Lake Mead Hoover Dam and Powerplant,33767.9,af,05/04/24
Lake Mead Hoover Dam and Powerplant,25637.9,af,05/05/24
Lake Mead Hoover Dam and Powerplant,30638,af,05/06/24
Lake Mead Hoover Dam and Powerplant,34833,af,05/07/24
Lake Mead Hoover Dam and Powerplant,37511,af,05/08/24
Lake Mead Hoover Dam and Powerplant,40843,af,05/09/24
Lake Mead Hoover Dam and Powerplant,41075,af,05/10/24
Lake Mead Hoover Dam and Powerplant,33813.1,af,05/11/24
Lake Mead Hoover Dam and Powerplant,30141.7,af,05/12/24
Lake Mead Hoover Dam and Powerplant,36130.9,af,05/13/24
Lake Mead Hoover Dam and Powerplant,35989.1,af,05/14/24
Lake Mead Hoover Dam and Powerplant,32319,af,05/15/24
Lake Mead Hoover Dam and Powerplant,31396,af,05/16/24
Lake Mead Hoover Dam and Powerplant,28054.9,af,05/17/24
Lake Mead Hoover Dam and Powerplant,24011.1,af,05/18/24
Lake Mead Hoover Dam and Powerplant,24571.9,af,05/19/24
Lake Mead Hoover Dam and Powerplant,27447.7,af,05/20/24
Lake Mead Hoover Dam and Powerplant,31178.2,af,05/21/24
Lake Mead Hoover Dam and Powerplant,33265.8,af,05/22/24
Lake Mead Hoover Dam and Powerplant,32930.1,af,05/23/24
Lake Mead Hoover Dam and Powerplant,34260.7,af,05/24/24
Lake Mead Hoover Dam and Powerplant,26669.9,af,05/25/24
Lake Mead Hoover Dam and Powerplant,24157.1,af,05/26/24
Lake Mead Hoover Dam and Powerplant,29849.7,af,05/27/24
Lake Mead Hoover Dam and Powerplant,30694.9,af,05/28/24
Lake Mead Hoover Dam and Powerplant,32719.7,af,05/29/24
Lake Mead Hoover Dam and Powerplant,37134.1,af,05/30/24
Lake Mead Hoover Dam and Powerplant,35314.9,af,05/31/24
Lake Mead Hoover Dam and Powerplant,28306.9,af,06/01/24
Lake Mead Hoover Dam and Powerplant,27516.9,af,06/02/24
Lake Mead Hoover Dam and Powerplant,32183.1,af,06/03/24
Lake Mead Hoover Dam and Powerplant,35216,af,06/04/24
Lake Mead Hoover Dam and Powerplant,37268.1,af,06/05/24
Lake Mead Hoover Dam and Powerplant,38723.8,af,06/06/24
Lake Mead Hoover Dam and Powerplant,32522.2,af,06/07/24
Lake Mead Hoover Dam and Powerplant,22231,af,06/08/24
Lake Mead Hoover Dam and Powerplant,23027,af,06/09/24
Lake Mead Hoover Dam and Powerplant,33417.9,af,06/10/24
Lake Mead Hoover Dam and Powerplant,36537.9,af,06/11/24
Lake Mead Hoover Dam and Powerplant,37893,af,06/12/24
Lake Mead Hoover Dam and Powerplant,37900,af,06/13/24
Lake Mead Hoover Dam and Powerplant,39893.1,af,06/14/24
Lake Mead Hoover Dam and Powerplant,31099.8,af,06/15/24
Lake Mead Hoover Dam and Powerplant,30512,af,06/16/24
Lake Mead Hoover Dam and Powerplant,27737.9,af,06/17/24
Lake Mead Hoover Dam and Powerplant,30978.1,af,06/18/24
Lake Mead Hoover Dam and Powerplant,27766,af,06/19/24
Lake Mead Hoover Dam and Powerplant,31824.8,af,06/20/24
Lake Mead Hoover Dam and Powerplant,35070.8,af,06/21/24
Lake Mead Hoover Dam and Powerplant,31892.1,af,06/22/24
Lake Mead Hoover Dam and Powerplant,30976.1,af,06/23/24
Lake Mead Hoover Dam and Powerplant,31080.1,af,06/24/24
Lake Mead Hoover Dam and Powerplant,31927,af,06/25/24
Lake Mead Hoover Dam and Powerplant,28930.7,af,06/26/24
Lake Mead Hoover Dam and Powerplant,30204.9,af,06/27/24
Lake Mead Hoover Dam and Powerplant,30354,af,06/28/24
Lake Mead Hoover Dam and Powerplant,26557.2,af,06/29/24
Lake Mead Hoover Dam and Powerplant,28340,af,06/30/24
Lake Mead Hoover Dam and Powerplant,20679.9,af,07/01/24
Lake Mead Hoover Dam and Powerplant,21580.9,af,07/02/24
Lake Mead Hoover Dam and Powerplant,23248.1,af,07/03/24
Lake Mead Hoover Dam and Powerplant,20501.7,af,07/04/24
Lake Mead Hoover Dam and Powerplant,23967.2,af,07/05/24
Lake Mead Hoover Dam and Powerplant,26426,af,07/06/24
Lake Mead Hoover Dam and Powerplant,21861.9,af,07/07/24
Lake Mead Hoover Dam and Powerplant,23248.2,af,07/08/24
Lake Mead Hoover Dam and Powerplant,24527.9,af,07/09/24
Lake Mead Hoover Dam and Powerplant,27280.1,af,07/10/24
Lake Mead Hoover Dam and Powerplant,25265.3,af,07/11/24
Lake Mead Hoover Dam and Powerplant,22648,af,07/12/24
Lake Mead Hoover Dam and Powerplant,17689.8,af,07/13/24
Lake Mead Hoover Dam and Powerplant,16491.9,af,07/14/24
Lake Mead Hoover Dam and Powerplant,21603.2,af,07/15/24
Lake Mead Hoover Dam and Powerplant,24075,af,07/16/24
Lake Mead Hoover Dam and Powerplant,24908,af,07/17/24
Lake Mead Hoover Dam and Powerplant,29896,af,07/18/24
Lake Mead Hoover Dam and Powerplant,28343,af,07/19/24
Lake Mead Hoover Dam and Powerplant,25755.1,af,07/20/24
Lake Mead Hoover Dam and Powerplant,23503.9,af,07/21/24
Lake Mead Hoover Dam and Powerplant,25576,af,07/22/24
Lake Mead Hoover Dam and Powerplant,29664.7,af,07/23/24
Lake Mead Hoover Dam and Powerplant,30056,af,07/24/24
Lake Mead Hoover Dam and Powerplant,30587.1,af,07/25/24
Lake Mead Hoover Dam and Powerplant,27607.1,af,07/26/24
Lake Mead Hoover Dam and Powerplant,21046.8,af,07/27/24
Lake Mead Hoover Dam and Powerplant,20216.2,af,07/28/24
Lake Mead Hoover Dam and Powerplant,22173.2,af,07/29/24
Lake Mead Hoover Dam and Powerplant,26250,af,07/30/24
Lake Mead Hoover Dam and Powerplant,28686.2,af,07/31/24
Lake Mead Hoover Dam and Powerplant,24074,af,08/01/24
Lake Mead Hoover Dam and Powerplant,24109.9,af,08/02/24
Lake Mead Hoover Dam and Powerplant,23025.2,af,08/03/24
Lake Mead Hoover Dam and Powerplant,20894.2,af,08/04/24
Lake Mead Hoover Dam and Powerplant,23714.8,af,08/05/24
Lake Mead Hoover Dam and Powerplant,29068.9,af,08/06/24
Lake Mead Hoover Dam and Powerplant,21480,af,08/07/24
Lake Mead Hoover Dam and Powerplant,18340.1,af,08/08/24
Lake Mead Hoover Dam and Powerplant,21314,af,08/09/24
Lake Mead Hoover Dam and Powerplant,16716.9,af,08/10/24
Lake Mead Hoover Dam and Powerplant,15320.9,af,08/11/24
Lake Mead Hoover Dam and Powerplant,15680.1,af,08/12/24
Lake Mead Hoover Dam and Powerplant,14403,af,08/13/24
Lake Mead Hoover Dam and Powerplant,14231,af,08/14/24
Lake Mead Hoover Dam and Powerplant,18100.2,af,08/15/24
Lake Mead Hoover Dam and Powerplant,17355,af,08/16/24
Lake Mead Hoover Dam and Powerplant,15294,af,08/17/24
Lake Mead Hoover Dam and Powerplant,14607.9,af,08/18/24
Lake Mead Hoover Dam and Powerplant,20570.1,af,08/19/24
Lake Mead Hoover Dam and Powerplant,25159.8,af,08/20/24
Lake Mead Hoover Dam and Powerplant,22777.9,af,08/21/24
Lake Mead Hoover Dam and Powerplant,21703.9,af,08/22/24
Lake Mead Hoover Dam and Powerplant,19989.8,af,08/23/24
Lake Mead Hoover Dam and Powerplant,16472.1,af,08/24/24
Lake Mead Hoover Dam and Powerplant,16709.1,af,08/25/24
Lake Mead Hoover Dam and Powerplant,17937.9,af,08/26/24
Lake Mead Hoover Dam and Powerplant,19872.2,af,08/27/24
Lake Mead Hoover Dam and Powerplant,20906.9,af,08/28/24
Lake Mead Hoover Dam and Powerplant,22135,af,08/29/24
Lake Mead Hoover Dam and Powerplant,22483.3,af,08/30/24
Lake Mead Hoover Dam and Powerplant,19193,af,08/31/24
Lake Mead Hoover Dam and Powerplant,12374,af,09/01/24
Lake Mead Hoover Dam and Powerplant,15238.3,af,09/02/24
Lake Mead Hoover Dam and Powerplant,15300,af,09/03/24
Lake Mead Hoover Dam and Powerplant,16204.8,af,09/04/24
Lake Mead Hoover Dam and Powerplant,17506,af,09/05/24
Lake Mead Hoover Dam and Powerplant,17352.1,af,09/06/24
Lake Mead Hoover Dam and Powerplant,13589.8,af,09/07/24
Lake Mead Hoover Dam and Powerplant,13868.9,af,09/08/24
Lake Mead Hoover Dam and Powerplant,15782.1,af,09/09/24
Lake Mead Hoover Dam and Powerplant,19696.9,af,09/10/24
Lake Mead Hoover Dam and Powerplant,17907.9,af,09/11/24
Lake Mead Hoover Dam and Powerplant,15921.2,af,09/12/24
Lake Mead Hoover Dam and Powerplant,16565.2,af,09/13/24
Lake Mead Hoover Dam and Powerplant,14027.9,af,09/14/24
Lake Mead Hoover Dam and Powerplant,14102.3,af,09/15/24
Lake Mead Hoover Dam and Powerplant,16915.9,af,09/16/24
Lake Mead Hoover Dam and Powerplant,16560.7,af,09/17/24
Lake Mead Hoover Dam and Powerplant,18369,af,09/18/24
Lake Mead Hoover Dam and Powerplant,19289,af,09/19/24
Lake Mead Hoover Dam and Powerplant,20108.2,af,09/20/24
Lake Mead Hoover Dam and Powerplant,14724.3,af,09/21/24
